date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr,
07/01/2022,Warm-up,• 20 Walking Lunges2 rounds:• 60 sec T-Spine Med Ball Stretch• 60 sec Squat Hold against Band• 30 sec Butterfly Stretch• 30 sec Banded Lateral Steps L/R2 rounds:• 10.10.10 Band Pull-aparts• 10 Band Good Mornings + BTN Band Push Press• 5 Seated Box Jumps*Add plates/turn box on-end to finish higher += Prime CNS,480,8:00,Time,,"[{""mins"":8,""secs"":0}]",,RX,,
07/01/2022,DE Back Squat 5x4,DE Back Squat for load: #1: 4 reps @ 60% #2: 4 reps @ 60% #3: 4 reps @ 60% #4: 4 reps @ 60% #5: 4 reps @ 60%Hi-Bar Back Squat w/ Bands and/or Chains*See notes for Accommodated Resistance ROE,205,205,Load,DE Back Squat,"[{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true},{""load"":205,""success"":true}]",LoG loads str8w8 sets 1-3 +35# Chainz ⛓️ sets 4-5 +35# Chainz ⛓️ -ReverseBand @50#,RX,,
07/01/2022,Bench Press 3x5,Bench Press for load: #1: 5 reps #2: 5 reps #3: 5 reps,215,215,Load,Bench Press,"[{""load"":205,""success"":true},{""load"":210,""success"":true},{""load"":215,""success"":true}]",All reps @ReverseBanded 15#,RX,,
07/02/2022,5 Rounds for Max Reps:,• 45 sec Row/AirBike (calories)• 15 sec Rest• 45 sec Sit-ups• 15 sec Rest• 45 sec Kettlebell Swings 53/35#• 15 sec Rest• 45 sec Overhead Squats 75/55#• 15 sec Rest,35,35,Reps,,"[{""reps"":35}]",Warm-up 5+5+1-arm@10/10+5 banded @RPE3,SCALED,,
07/02/2022,Front Rack Lunges 3x5,Front Rack Lunges for load: #1: 5 reps #2: 5 reps #3: 5 reps,20,20,Load,Front Rack Lunges,"[{""load"":20,""success"":true},{""load"":20,""success"":true},{""load"":20,""success"":true}]",Reverse Lunges @20# MB just mobn-up,RX,,
07/02/2022,Reverse Banded Squat 4x3,Reverse Banded Squat for load: #1: 3 reps @ 70% #2: 3 reps @ 75% #3: 3 reps @ 80% #4: 3 reps @ 85%,325,325,Load,Reverse Banded Squat,"[{""load"":205,""success"":true},{""load"":255,""success"":true},{""load"":275,""success"":true},{""load"":325,""success"":true}]","50# bands beltd sets 3-4. AM #RisenSquat raw no knee sleeves pre-wod, just rolled out quick warm/mob-ups and got to work. was drinking ☕ during working sets, in-laws visiting had to get after it 20:00 T/C",RX,,
07/04/2022,Warm-up,• 400m Sled Drag Power Walk @Light1 round:• 10-15 Reps each Single-Leg L/R Box Squat* 53/35#• 30 sec each Pigeon Pose L/R• 10-15 Reps each Staggered-Stance L/R Squat* 53/35#• 30 sec each Couch Stretch L/R2 rounds:• 10 jump squats w/ empty bar• 10 m Duck Walk• 10 m HS Walk• 30-60 sec T-Spine Med Ball Stretch*See notes for ROE/DEMO,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,,
07/04/2022,Front Pause Squat 5x5,Front Pause Squat for load: #1: 5 reps @ 70% #2: 5 reps @ 80% #3: 5 reps @ 85% #4: 5 reps @ 75% #5: 5 reps @ 75%,200,200,Load,Front Pause Squat,"[{""load"":135,""success"":true},{""load"":150,""success"":true},{""load"":200,""success"":true},{""load"":175,""success"":true},{""load"":175,""success"":true}]","@Raw @Beltless @ReverseBanded 50# Sets 1-3 =>10"" MedBall += 35# Chainz ⛓️ // drop sets raw bandless @A2G =>8"" DBall nChainz ⛓️@PaintIt🖤🤘",RX,,
07/04/2022,Seated Box Jumps: 3x5,Superset 1B: Seated Box Jumps 3 x 5 at 80% 1RM height*Increase RFD by stacking plates to a challenging height. **Score is max height achieved.,27.33333333,27.33,Inches,,"[{""inches"":25},{""inches"":27},{""inches"":30}]","Seated off a Med Ball @pprox 10""",RX,,
07/04/2022,Hang Power Snatch 8x2,Hang Power Snatch for load: #1: 2 reps @ 50% #2: 2 reps @ 60% #3: 2 reps @ 70% #4: 2 reps @ 75% #5: 2 reps @ 75% #6: 2 reps @ 70% #7: 2 reps @ 65% #8: 2 reps @ 60%,135,135,Load,Hang Power Snatch,"[{""load"":85,""success"":true},{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":115,""success"":true},{""load"":95,""success"":true},{""load"":95,""success"":true}]",AFAP @E1:30OTM,RX,,
07/04/2022,Snatch Grip Deadlift 5x5,Snatch Grip Deadlift for load: #1: 5 reps @ 70% #2: 5 reps @ 80% #3: 5 reps @ 85% #4: 5 reps @ 75% #5: 5 reps @ 75%,275,275,Load,Snatch Grip Deadlift,"[{""load"":150,""success"":true},{""load"":200,""success"":true},{""load"":275,""success"":true},{""load"":255,""success"":true},{""load"":255,""success"":true}]",@Beltless all reps nChainz (+=35#) @pprox 15-20# off floor top set + back off sets @255/235 @str8w8 #ThruEyesRuin @RPE8 🎆🤘,RX,,
07/04/2022,Unilateral Farmer’s Carry 3 x 30 yards,"Unilateral Farmer’s Carry 3 x 30 yards each arm (7 RPE, work up to 8 RPE)",53,53,Load,,"[{""load"":30,""success"":true},{""load"":45,""success"":true},{""load"":53,""success"":true}]",D-Ball/DIYTireSled+25# steely/53# KB 🤘,RX,,
07/05/2022,Hang Power Clean 8x2,Hang Power Clean for load:#1: 2 reps @ 50%#2: 2 reps @ 60%#3: 2 reps @ 70%#4: 2 reps @ 75%#5: 2 reps @ 75%#6: 2 reps @ 70%#7: 2 reps @ 65%#8: 2 reps @ 60%,115,115,Load,Hang Power Clean,"[{""load"":115,""success"":true},{""load"":115,""success"":true}]","no builds today, feeling beat-up from yesterday & late night fireworks 🎆 @73 #SleepScore 🤕",RX,,
07/05/2022,DROP THE HAMR,3x5 AMRAP: • 10 Sledgehammer/Tire Strikes • 5 Burpees• 20m Shuttle Sprint*Rest 60-90 seconds,142,142,Reps,,"[{""reps"":44},{""reps"":47},{""reps"":51}]",Tire Strikes @10# sledge to #DIYTireSledBurpees RxdShuttles @3x6x30 back<->forth #PoleBarn @RPE5,RX,PR,
07/05/2022,SLED SHUTTLE SPRINT,"6 sets for working time:• Sled Push (10 yards @AHAP)• Rest as needed, then Shuttle Sprint 20 yards @AFAP*Rest 3-4 minutes b/t sets",285,4:45,Time,,"[{""mins"":1,""secs"":0},{""mins"":0,""secs"":45},{""mins"":0,""secs"":45},{""mins"":0,""secs"":45},{""mins"":0,""secs"":45},{""mins"":0,""secs"":45}]","Rain AM all work in pole barn completed in 12:00 total, loads @pproxBW 180# +=  #SliceSled @55 + 90/125/125/125/125/1251:2 WRC @130bpm avg 🎯200# @RPE4",RX,,
07/05/2022,Ring Dips 3x5+,Ring Dips for reps:#1: 5-10 reps#2: 5-10 reps#3: 5-10 reps,22,22,Reps,,"[{""reps"":5},{""reps"":7},{""reps"":10}]","@MU height jump-up off stack plates, just moving for quality, load up when not feeling so beat up 🤕",RX,,
07/05/2022,MOB-UP,• Get Ups: 5 each• Banded March Holding Med/D-Ball: Max-reps 2:00*Score is Load/Reps,0,18/20,Other / Text,,"[{""other"":""18/20""}]",20 cals bike + band OHS,SCALED,,
07/06/2022,1&1/4 FS 1-2-3-3,"1&1/4 FS for load: #1: 1 rep #2: 2 reps #3: 3 reps #4: 3 reps1&1/4 Front SquatsMovement: Unrack, drop to below parallel, up to below parallel, drop to below parallel & explode back up*DEMO: https://youtu.be/KUTD9Uijj_Q",135,135,Load,1&1/4 FS,"[{""load"":100,""success"":true},{""load"":105,""success"":true},{""load"":135,""success"":true},{""load"":100,""success"":true}]",vest bands 2x20 DBs @vacaBros,RX,,
07/06/2022,Warm-up,• 400 m Run3 rounds:• 30 sec Couch Stretch Right• 30 sec Couch Stretch Left• 30 sec Squat Hold• 30 sec Banded Lateral Squat Stretch3 rounds:• 10 m Duck Walk• 10 Jumping Jacks,300,5:00,Time,,"[{""mins"":5,""secs"":0}]",no run,SCALED,,
07/06/2022,RUCK-UP,"Wearing a loaded Backpack or Weighted vest @15-25lbs. hit the trails/pavement for a hike.Target a 30:00-45:00 ""In-Zone"" minimum effective dose*Score is distance covered--DO NOT JOG/RUN this is targeted ACTIVE RECOVERY.",1609.34,1609.34,Meters,,"[{""meters"":1609.34}]","approx 1-mi @convo pace l, Hike @25# vest @RPE2 100bpm avg easy, 1 Hour of moving for quality in hills @FtMcCoy w/ Bro #VacaWOD",RX,,
07/07/2022,Warm-up,• 300 m Row or 20cal AirBike3 rounds:• 30 sec Pec Stretch w/ Band Right• 30 sec Pec Stretch w/ Band Left• 30 sec Pigeon Pose Right• 30 sec Pigeon Pose Left2 rounds:• 10 Band/PVC Good Mornings• 10 Band/PVC Passthroughs• 10 Band/PVC Overhead Squats,510,8:30,Time,,"[{""mins"":8,""secs"":30}]",Made it back to #PureMI in 6H+45M Fn Shitcago cost me hitting my 6H 🎯 then I did this to @MasterOfPuppets,RX,,
07/07/2022,SPEED-ENDURANCE LADDERS,For Total Working Time:• Run 400M x 1*40 seconds rest• Run 300M x 1*30 seconds rest• Run 200M x 1*20 seconds rest• Run 100M x 1*REST 2:00 then work back up the ladder in reverse--see notes.,900,15:00,Time,,"[{""mins"":15,""secs"":0}]","1 +=   // 2 +=3:00+ ->2:45 🥵❤️‍🔥2:15 + ->2:00+^1:30 + -> 1:30+^1:00   -> 1:00+^Did this after a 6H+45M drive from #Wisco payback dues for 2x brats🌭 slowed me down, but it was worth it!😋 @RPE3",RX,,
07/08/2022,Back Squat 3-5-3-5-3-5-3,Back Squat for load: #1: 3 reps @ 80% #2: 5 reps @ 60% #3: 3 reps @ 81% #4: 5 reps @ 61% #5: 3 reps @ 82% #6: 5 reps @ 62% #7: 3* reps @ 83%*See Notes for ROE,315,315,Load,Back Squat,"[{""load"":300,""success"":true},{""load"":225,""success"":true},{""load"":305,""success"":true},{""load"":230,""success"":true},{""load"":310,""success"":true},{""load"":235,""success"":true},{""load"":315,""success"":true}]",sets 1-6 @beltless3x buildz @ReverseBanded 65#5x potentiationz ReverseBanded 50#set 7 @RPE8 2-sec pause @Beltd nChainz ⛓️ 💥🤘,SCALED,,
07/08/2022,Bench Press 3-5-3-5-3-5-3,Bench Press for load: #1: 3 reps @ 80% #2: 5 reps @ 60% #3: 3 reps @ 81% #4: 5 reps @ 61% #5: 3 reps @ 82% #6: 5 reps @ 62% #7: 3* reps @ 83%*See Notes for ROE,215,215,Load,Bench Press,"[{""load"":205,""success"":true},{""load"":155,""success"":true},{""load"":210,""success"":true},{""load"":160,""success"":true},{""load"":215,""success"":true},{""load"":165,""success"":true},{""load"":215,""success"":true}]",Sets 1-6 15# mini-bandzSet 7 nChainz ⛓️@RPE7 🎯225+ 3x,SCALED,,
07/08/2022,Warm-up,For time:• 100 Double Unders3 rounds:• 30 sec Pigeon Pose Right• 30 sec Pigeon Pose Left• 30 sec Pike Stretch• 30 sec Squat Hold3 rounds:• 5 Inch Worms with Push-up• 10 Air Squats,660,11:00,Time,,"[{""mins"":11,""secs"":0}]","singles, 1x Rd of everything, 100# band 🖤",SCALED,,
07/09/2022,Warm-up,4 rounds:• 100 m Run• 5 Air Squats2 rounds:• 30 sec Pigeon Pose Right• 30 sec Pigeon Pose Left• 30 sec Leg Swings Left-to-Right• 30 sec Leg Swings Front-to-Back• 30 sec Side Lunge Hold Right• 30 sec Side Lunge Hold Left,600,10:00,Time,,"[{""mins"":10,""secs"":0}]",w/ Wrenlee #Ro3Kidz-2😘,RX,,
07/09/2022,High Bar Back Squat 4x3,High Bar Back Squat for load: #1: 3 reps @ 75% #2: 3 reps @ 80% #3: 3 reps @ 85% #4: 3 reps @ 88%,300,300,Load,High Bar Back Squat,"[{""load"":265,""success"":true},{""load"":285,""success"":true},{""load"":295,""success"":true},{""load"":300,""success"":true}]",All loads based on 3RM => @RawUnchained #Sleeveless🎽 #Beltless Mobility & Power better in PM @RPE8💥🦉🤘,RX,,
07/09/2022,Accessory,Pick your Salvation: 1) 8 min E2MOM:• 1 Power Snatch + 2 OHSOR2) 8 min E2MOM:• 3 Clusters,165,165,Load,,"[{""load"":165,""success"":true}]",1xPS + 2xOHS =>95/125/145/175(hi-pull) Opal woke up queue distraction #Ro3Kidz-3 🤯🤷/165,RX,,
07/11/2022,ALPHA/BRAVO,"Part A 4RFT:• 10/Arm Kettlebell/Dumbbell Snatch @53/35#• 25 Box Jumps @24/20""• 25 Hanging Knees to Elbow OR Toes-to-Bar/Rings• 5 Burpee Pull/Muscle-UpsPart B 3RFWT:• Handstand – Static Hold x 60 Seconds*Rest 2-3 Mins**Score is total time to complete both A/B",780,13:00,Time,,"[{""mins"":13,""secs"":0}]",Pre-Strength/Power mobilizer => 1x Rd Alpha @35# KB 10+10 @Ringz / 3x30-sec Bravo @RPE5,SCALED,PR,
07/11/2022,Warm-up,• 20 cal AirBike/Row3 rounds:• 30 sec Couch Stretch L/R• 30 sec Pigeon Pose L/R3 rounds:• 10 Jumping Jacks• 10 Air Squats,420,7:00,Time,,"[{""mins"":7,""secs"":0}]","slow 4:20 on Echo Bike, 1x Rd each + BPAz",SCALED,,
07/11/2022,Snatch 5x1,Snatch for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep,135,135,Load,Snatch,"[{""load"":75,""success"":true},{""load"":95,""success"":true},{""load"":115,""success"":false},{""load"":135,""success"":true},{""load"":185,""success"":false}]","Need to scale loading, 115 (pull-under), 185 (hi-pull)  weak 1st+2nd pull -= CNS fragd🤕",RX,,
07/11/2022,Back Squat 3-5-3-5-3-5-3,Back Squat for load: #1: 3 reps @ 83% #2: 5 reps @ 63% #3: 3 reps @ 84% #4: 5 reps @ 64% #5: 3 reps @ 85% #6: 5 reps @ 65% #7: 3* reps @ 86%*See Notes for ROE,325,325,Load,Back Squat,"[{""load"":0,""success"":true},{""load"":185,""success"":true},{""load"":275,""success"":true},{""load"":0,""success"":true},{""load"":0,""success"":true},{""load"":245,""success"":true},{""load"":325,""success"":true}]","""...To the Threshold!"" sets 1+2 @ReverseBanded 50#, set 3 @nChainz ⛓️2:00 Rest/metal injection=> heavy 3x @5RM in OPerator sleeves + belt w/ 1-sec pause reps 1+2, no accommodated resistance @RPE8.5 🎯🤘",RX,,
07/12/2022,Clean & Jerk 5x1,Clean & Jerk for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep,225,225,Load,Clean & Jerk,"[{""load"":135,""success"":true},{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":225,""success"":true},{""load"":205,""success"":true}]","12 Jul => Raw, felt DOMS from HBBS. Finish this tomorrow w/ 1&1/4 reps//BREAK//13 Jul => hit @135/185/225/205 225 beltd🤘🎯",RX,,
07/12/2022,SLED SHUTTLE SPRINT,"6 sets for working time:• Sled Drag (10 yards @AHAP)• Rest as needed, then Shuttle Sprint 20 yards @AFAP*Rest 3-4 minutes b/t sets",425,7:05,Time,,"[{""mins"":1,""secs"":0},{""mins"":1,""secs"":30},{""mins"":1,""secs"":30},{""mins"":1,""secs"":0},{""mins"":1,""secs"":20},{""mins"":0,""secs"":45}]","loadz on sled => Set 1 @BW 175#, 2-6 @200#Rest 2:1 @RPE4",RX,,
07/12/2022,Shoulder Press 5x1,Shoulder Press for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep,145,145,Load,Shoulder Press,"[{""load"":95,""success"":true},{""load"":115,""success"":true},{""load"":135,""success"":true},{""load"":155,""success"":false},{""load"":145,""success"":true}]","Still my weakest lift, Raw sets 1-4, @ReverseMiniBandz @nChainz ⛓️ set 5",RX,,
07/13/2022,Warm-up,• 300 m Row OR 20 Cal AirBike3 rounds:• 30 sec each Banded Lunge L/R• 30 sec Goblet Squat Hold• 30 sec Standing Toe Touch Hold2 rounds:• 10 Front-to-back Leg Swings /leg• 10 Side-to-side Leg Swings /leg• 10 Band/PVC Passthroughs,300,5:00,Time,,"[{""mins"":5,""secs"":0}]",bike + banded mob,SCALED,,
07/13/2022,PREDCON,"For Working Time:• 20yd Sled Drag (facing forward, i.e. Westside-style) @BW loading• 20 KB Snatch 53/35# (10L/10R anyhow)• 20yd Sled Drag (reverse-facing) @BW• 10 KB Clean & Jerk 70/53# (5L/5R anyhow)*Rest :30-:60 sec b/t movements",335,5:35,Time,,"[{""mins"":5,""secs"":35}]","5:00 Rest after BB glory dropped this 💎=> Left door open for improvement, Active Rest 30-ish secs to transition after sled dragz @Rx+= 200# @RPE7",RX,,
07/13/2022,1&1/4 FS 1-2-3-3,"1&1/4 FS for load: #1: 1 rep #2: 2 reps #3: 3 reps #4: 3 reps1&1/4 Front SquatsMovement: Unrack, drop to below parallel, up to below parallel, drop to below parallel & explode back up*DEMO: https://youtu.be/KUTD9Uijj_Q",225,225,Load,1&1/4 FS,"[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":225,""success"":true},{""load"":205,""success"":true}]","#Ro3Kidz influence => told em was gonna put lil bend in the bar...they didnt believe me so made em believe += 1J 🤘😘🤫 beltd for topset @RPE8, dropped 10# plates & belt for backoff",RX,,
07/13/2022,Core,4 rounds:• 20 sec Ball Slams• 10 sec Rest• 20 sec Flutter Kicks• 10 sec Rest,60,60,Reps,,"[{""reps"":15},{""reps"":15},{""reps"":15},{""reps"":15}]",5x30# Slamballz + 10x3-ct Flutterkicks,RX,,
07/14/2022,WARRIOR RUN,"Jog/Run as far as you can in 30-45 minutes.Target a 30:00-45:00 ""In-Zone"" minimum effective dose*Score is distance covered--DO NOT GO @ME this is targeted ACTIVE RECOVERY.",3958.99,3958.99,Meters,,"[{""meters"":3958.986}]",Rode bike out/back to SOP dirt road .5mi 2.46 mi🤕 In waves sprint/recover last 3 mins. @137bpm avg @RPE4 🎯,RX,PR,
07/15/2022,MOB-UP,• Get Ups: 5 each• Banded March Holding Med/D-Ball: Max-reps 2:00*Score is Load/Reps,0,53/10,Other / Text,,"[{""other"":""53/10""}]",2x0:10s 53# Goblet Squat Hold 2x0:10s HS Hold,SCALED,,
07/15/2022,Front Pause Squat 5x5,Front Pause Squat for load: #1: 5 reps @ 70% #2: 5 reps @ 80% #3: 5 reps @ 88% #4: 5 reps @ 78% #5: 5 reps @ 78%,205,205,Load,Front Pause Squat,"[{""load"":0,""success"":true},{""load"":195,""success"":true},{""load"":200,""success"":true},{""load"":205,""success"":true}]","Running low on ⛽ #BailoutDinnerFail had to draw upon reserves & @MEPlaylist...sets 1 @RevBand, set 2 @⛓️+35-RevBand 30 both buildz to dropped to benchset 3 no assistance, no weak-ass bench did belt-up #SmallVictory #5RM @RPE9.5",RX,,
07/15/2022,1 Round for Time/Reps:,"For time:• 5 Power Snatches 135/95#• 10 Toes-to-Bar• 15 Overhead Squats 135/95#//*****************************//*Rest 1-minute, then...for reps:• Max-Rep Push-ups *To Failure*",0,50,Other / Text,,"[{""other"":""50""}]","Riding the wave of T-d-up 5RM paused FS =>Deficts off 35# Hi-Temps I had on floor from BP work ""He who makes a #Beast of himself rids the pain of being a man!"" 🤘🎯",SCALED,,
07/15/2022,Bench Press 3-5-3-5-3-5-3,Bench Press for load: #1: 3 reps @ 83% #2: 5 reps @ 63% #3: 3 reps @ 84% #4: 5 reps @ 64% #5: 3 reps @ 85% #6: 5 reps @ 65% #7: 3* reps @ 86%*See Notes for ROE,215,215,Load,Bench Press,"[{""load"":210,""success"":true},{""load"":155,""success"":true},{""load"":195,""success"":true},{""load"":175,""success"":true},{""load"":215,""success"":true},{""load"":190,""success"":true},{""load"":230,""success"":false}]","Raw loadz logged #LightenedMethodz=>5z step load 50#/30#/15# @RevrsBand3z step load 15#/50#/30#/15# @RevrsBand last set => hit 1x, (failed 2x) paused @245 w/ 15# mini @ReverseBand =>🎯5RM @Pendulum get this nxt wk🤘🤫",RX,,
07/16/2022,High Bar Back Squat 4x3,High Bar Back Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps,320,320,Load,High Bar Back Squat,"[{""load"":275,""success"":true},{""load"":295,""success"":true},{""load"":315,""success"":true},{""load"":320,""success"":true}]",Applying the #10%Rule all work 70-90-ish% @RPE7-9 @beltless n🤘🦉🏋️leeves 🎯#3RM🤫,RX,,
07/16/2022,BRADSHAW,"10 rounds for time of:• 3 Handstand push-ups• 6 Deadlift, 225/155 lb.• 12 Pull-ups• 24 Double-unders",310,5:10,Time,,"[{""mins"":5,""secs"":10}]","3RFT to @Pantera ""Walk proud LT Bradshaw!"" scaled everything 3:1 => 1x Strict HSPU/2x DL/3x BMU/12x DU #PREDCON🤘@RPE3",SCALED,PR,
07/16/2022,Warm-up,2 rounds:• 10 m High Knees• 10 m Butt Kicks• 10 Banded Lateral steps L/R• 10 Air Squats2 rounds:• 30 sec Pike Stretch• 10 reps each Leg Swings F/B/L/R• 30 sec each Pigeon Pose L/R• 30 sec each Pec Stretch w/ Band L/R• Burgener Warm up 45/35#,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,,
07/16/2022,Hang Squat Clean 4x2,Hang Squat Clean for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps,205,205,Load,Hang Squat Clean,"[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true}]",start @BW nxt 🧬 @raw nsleeves finished @2RIR 🎯210#🤘,RX,,
07/16/2022,Warm-up,• 300 m Row OR 15 cal AirBike3 rounds:• 20 sec each Pec Stretch w/ Band L/R• 20 sec each Pigeon Pose L/R• 20 sec each Banded Lunge L/R2 rounds:• 15 Band/PVC Good Mornings• 15 Band/PVC Overhead Squats,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,,
07/18/2022,Snatch 2-2-2-2-2-2-1,Snatch for load: #1: 2 reps @ 80% #2: 2 reps @ 80% #3: 2 reps @ 85% #4: 2 reps @ 85% #5: 2 reps @ 90% #6: 2 reps @ 90% #7: 1 rep,195,195,Load,Snatch,"[{""load"":155,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true},{""load"":165,""success"":true},{""load"":175,""success"":true},{""load"":175,""success"":true},{""load"":195,""success"":true}]","Felt good despite weakness (back) not @100% readiness => #DwelldInThe Dark🖤 Stayed tight @beltless thru 90% 🤫, all reps 🧨 #1RM @RPE9 🎯200#+ nxt 🧬🤘",RX,,
07/18/2022,10 min AMRAP BJ-Os & PS:,• 10 Box Jump Overs 24/20”• 15 Power Snatches 75/55#,4,4,Rounds + Reps,,"[{""reps"":0,""rnds"":4}]","(8-min) Mob-up for Snatch =>10x 20"" Alt. Step-ups / 5x75# PS@140b avg @RPE4",SCALED,,
07/19/2022,Clean & Jerk 2-2-2-2-2-2-1,Clean & Jerk for load: #1: 2 reps @ 80% #2: 2 reps @ 80% #3: 2 reps @ 85% #4: 2 reps @ 85% #5: 2 reps @ 90% #6: 2 reps @ 90% #7: 1 rep,225,225,Load,Clean & Jerk,"[{""load"":185,""success"":true},{""load"":0,""success"":true},{""load"":205,""success"":true},{""load"":0,""success"":true},{""load"":225,""success"":true}]","Didnt have the 2RIR protocol in me today to chase glory => Late start due to wifey appt & humidity/heat setting in mid-day, mind was in stats HW & 🤹 #Ro3Kidz suck 🥵 no misses but reps today felt more like @RPE9 🫤",RX,,
07/19/2022,SLED SHUTTLE SPRINT,"6 sets for working time:• Sled Drag Sprint (@Heavy-ish to cover 10 yards in 4 seconds)• Rest 30 sec, then Shuttle Sprint 20 yards @AFAP*Rest 3-4 minutes b/t sets",185,3:05,Time,,"[{""mins"":0,""secs"":35},{""mins"":0,""secs"":30},{""mins"":0,""secs"":30},{""mins"":0,""secs"":30},{""mins"":0,""secs"":30},{""mins"":0,""secs"":30}]","@ReverseDrag sled all sets @BW @10-sec avg, sprints approx :15 sec w/1-min rest b/t sets hit @144bpm max HR @RPE4. All work completed in 12-mins total.",RX,,
07/19/2022,DISARMED,3-5 RFT:• 10 Burpees• 2 Mins Heavy Bag/Odd-Object Work*Rest 60 SecondsFinisher 3x:• Plank & Shank* – 3 Minutes,900,15:00,Time,,"[{""mins"":15,""secs"":0}]","3x Rounds 🪵#OddObjWork 12:00 in 1:1 WRC @pprox 2:00 intervalsBurpees in :30/:30/:203x1 20+"" Oak Rounds moved from stash pile to the 🪓  @WoodShedPlank/Shank 4:00 @3x:30/:10 WRC => @ElbowPlank @GHR This exactly what my #LowBack needed 🤘🎯 @RPE3",RX,PR,
07/20/2022,Front Squat 1x5,Front Squat for load: #1: 5 reps,250,250,Load,Front Squat,"[{""load"":250,""success"":true}]","Channeled @KnockdLoose after the humbling CJ mob glory no-rep, hit this 🎯 +5# PR @RPE8.5 left some ⛽ in the tank for follow-on reckoning #5RMFS 🤘",RX,,
07/20/2022,Ring Dips 3x5+,Ring Dips for reps:#1: 5-10 reps#2: 5-10 reps#3: 5-10 reps,15,15,Reps,,"[{""reps"":5},{""reps"":5},{""reps"":5}]",+= @DipBelt laced 18# KB #ForcedAdaptation off box @MU height @RPE7 🤘🥵,RX,,
07/20/2022,MOB-UP,• Get Ups: 5 each• Banded March Holding Med/D-Ball: Max-reps 2:00*Score is Load/Reps,0,CJ+#Ro3Kidz,Other / Text,,"[{""other"":""CJ+#Ro3Kidz""}]",Did Tue CJ work then worked in the kiddoz on some KB swings/snatch & sled Pushz/pullz 🤪😘,SCALED,,
07/20/2022,Shoulder Press 1x5,Shoulder Press for load: #1: 5 reps,140,140,Load,Shoulder Press,"[{""load"":140,""success"":true}]","straight kill following CJ mob & FS glory, strafed plates for 2.5# PR #5RMSP 🤘🥵",RX,,
07/21/2022,RUCK-UP,"Wearing a loaded Backpack or Weighted vest @15-25lbs. hit the trails/pavement for a hike.Target a 30:00-45:00 ""In-Zone"" minimum effective dose*Score is distance covered--DO NOT JOG/RUN this is targeted ACTIVE RECOVERY.",2285.27,2285.27,Meters,,"[{""meters"":2285.268}]",1.42 miles in 33:30 @RPE2 avg HR 105bpm => loaded up the @AlpsPack @18# ⛓️ covered 2 laps + short recon loop around the archery range,RX,,
07/22/2022,OPtimus Prime,AMRAP 7:Wall Ball Shots (20/14 lb) to 10/9 targetAlternating EMOM:Odd: 1/3/5 DeadliftsEven: 5/3/1 Muscle-Ups*Score: WB total reps. Note your DL load(s) & MU (scale) reps to comments--ref notes for ROE.,35,35,Reps,,"[{""reps"":15},{""reps"":5},{""reps"":5},{""reps"":5},{""reps"":3},{""reps"":2}]","started @315# 88% 5RM 1x DL, stripped 10z down to @295# 83% Rd 3/5; ring chest-bar 5/3, finished w/ ferocious 1x ring MU.🤘 Changing plates cost me a round 🎯40x Wbz @RPE5",RX,PR,
07/22/2022,High Bar Back Squat 1x5,High Bar Back Squat for load: #1: 5 reps,315,315,Load,High Bar Back Squat,"[{""load"":315,""success"":true}]",3-ct paused builds @135/225 then #KillswitchEngage @Raw @Sleeves @Beltless @RPE8,RX,,
07/22/2022,Deadlift 1x5,Deadlift for load: #1: 5 reps,355,355,Load,Deadlift,"[{""load"":355,""success"":true}]",deficit buildz off 45# Hi-Temps @185/225/315 then hit #BMD for @RPE10 @ME @Conventional @OverUnderGrip #5RMDL fought thru what felt like a torn pec FThat🎯🤘,RX,,
07/22/2022,Warm-up,"• 100 Single -Unders3 rounds:• 10 Band/PVC Passthroughs• 10 Band Good Mornings2 rounds:• 30 sec Leg Swings L-R• 30 sec Leg Swings F-B• 30 sec each Pigeon Pose L/R• 3 Burpee Box Jumps* @24/20""*Add plates, jump higher 2nd Rd",55,55,Calories,,"[{""calories"":55}]","subd sled Pushz/pullz @190# across pole barn, 24""+45z Hi-Temps ~28"" BBJz",RX,,
07/22/2022,Bench Press 1x5,Bench Press for load: #1: 5 reps,225,225,Load,Bench Press,"[{""load"":225,""success"":true}]","2x3-ct paused buildz @135/185 Pushed to @ME for #5RMBP @RPE9-9.5 last rep lost speed, had to dial it in 🎯🤘",RX,,
